0;0;0;0;5.18282377016e-06;5.18282377016e-06
0;0;1;0;5.21094170836e-06;5.21094079886e-06
0;0;2;0;3.36880907525e-06;3.36880907525e-06
0;0;3;0;4.26252699981e-06;4.26252699981e-06
0;0;4;0;3.76869388674e-06;3.76868933927e-06
0;0;5;0;3.24079974234e-06;3.24079974234e-06
0;0;6;0;4.63974538434e-06;4.63974129161e-06
0;0;7;0;3.88307489629e-06;3.88307489629e-06
0;0;8;0;2.4868586479e-06;2.48136279879e-06
0;0;9;0;2.405753321e-06;2.40406848206e-06
0;0;10;0;1.92494258044e-06;1.92484071704e-06
0;0;11;0;1.95687471205e-06;1.9568708467e-06
0;0;12;0;3.96689029003e-06;3.96689029003e-06
0;0;13;0;1.84200780495e-06;1.84200780495e-06
0;0;14;0;2.05187734537e-06;2.03902186513e-06
0;0;15;0;1.75993488938e-06;1.75982063411e-06
0;0;16;0;1.74488923221e-06;1.74488923221e-06
0;0;17;0;2.4217608825e-06;2.4217608825e-06
0;1;0;0;8.45453178044e-06;8.45448994369e-06
0;1;1;0;9.91259366856e-06;9.91189426713e-06
0;1;2;0;6.91728973834e-06;6.91575496603e-06
0;1;3;0;8.57543636812e-06;8.57539089338e-06
0;1;4;0;7.29220846551e-06;7.29218663764e-06
0;1;5;0;7.2415282375e-06;7.24148867448e-06
0;1;6;0;1.07906344056e-05;1.07905780169e-05
0;1;7;0;8.08954700915e-06;8.08936056274e-06
0;1;8;0;5.69222947888e-06;5.69222811464e-06
0;1;9;0;5.68931272937e-06;5.68931272937e-06
0;1;10;0;5.15665442435e-06;5.15612964591e-06
0;1;11;0;4.54350447399e-06;4.54138262285e-06
0;1;12;0;8.67603375809e-06;8.67603375809e-06
0;1;13;0;2.30827458836e-06;2.30818568525e-06
0;1;14;0;5.20526009495e-06;5.20526009495e-06
0;1;15;0;4.68677308163e-06;4.68677308163e-06
0;1;16;0;4.60569344796e-06;4.60569344796e-06
0;1;17;0;4.51263076684e-06;4.51263076684e-06
0;2;0;0;2.37535605265e-05;2.37534313783e-05
0;2;1;0;2.47567186307e-05;2.47563493758e-05
0;2;2;0;1.62909327628e-05;1.62851229106e-05
0;2;3;0;1.66801382875e-05;1.66800982697e-05
0;2;4;0;2.17652377614e-05;2.17652050196e-05
0;2;5;0;1.56715868798e-05;1.56714850164e-05
0;2;6;0;2.41688285314e-05;2.41631860263e-05
0;2;7;0;1.5285484551e-05;1.52853899635e-05
0;2;8;0;2.0210920411e-05;2.02108858502e-05
0;2;9;0;1.73228436324e-05;1.73228236235e-05
0;2;10;0;1.0766532796e-05;1.07659825517e-05
0;2;11;0;9.71737608779e-06;9.71662575466e-06
0;2;12;0;1.2915798834e-05;1.29128538902e-05
0;2;13;0;9.28896679397e-06;9.28876124817e-06
0;2;14;0;8.17974978418e-06;8.17692307464e-06
0;2;15;0;1.18739644677e-05;1.18732377814e-05
0;2;16;0;1.12995130621e-05;1.12995130621e-05
0;2;17;0;9.11140523385e-06;9.1113970484e-06
0;3;0;0;2.64267328021e-05;2.34065009863e-05
0;3;1;0;3.56429591193e-05;3.50560549123e-05
0;3;2;0;2.07327193493e-05;1.95294542209e-05
0;3;3;0;2.69580141321e-05;2.69567972282e-05
0;3;4;0;2.71681874437e-05;2.70654636552e-05
0;3;5;0;2.0411258447e-05;2.03772360692e-05
0;3;6;0;4.83827316202e-05;4.83584808535e-05
0;3;7;0;2.74689609796e-05;2.74654885288e-05
0;3;8;0;2.46988656727e-05;2.46700055868e-05
0;3;9;0;2.58397558355e-05;2.5839670343e-05
0;3;10;0;2.23101815209e-05;2.22982107516e-05
0;3;11;0;2.24889045057e-05;2.24191862799e-05
0;3;12;0;2.47125917667e-05;2.45341125265e-05
0;3;13;0;1.67668094946e-05;1.67667731148e-05
0;3;14;0;2.3970971597e-05;2.39701384999e-05
0;3;15;0;2.08025394386e-05;2.08021047001e-05
0;3;16;0;2.1301138986e-05;2.1300120352e-05
0;3;17;0;1.61119642144e-05;1.61116404342e-05
0;4;0;0;0.000453343149275;0.000419536285335
0;4;1;0;0.00137272151187;0.000698410673067
0;4;2;0;0.00135016452987;0.00131059961859
0;4;3;0;0.000922783627175;0.000766740588006
0;4;4;0;0.000555068079848;0.00039346027188
